epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668070884401,2022-11-10T11:01:24.401,0.000,-0.241,0.314,-0.946
1668070884441,2022-11-10T11:01:24.441,0.040,-0.245,0.316,-0.951
1668070884481,2022-11-10T11:01:24.481,0.080,-0.245,0.313,-0.950
1668070884521,2022-11-10T11:01:24.521,0.120,-0.246,0.317,-0.948
1668070884561,2022-11-10T11:01:24.561,0.160,-0.243,0.315,-0.950
1668070884601,2022-11-10T11:01:24.601,0.200,-0.250,0.309,-0.949
1668070884641,2022-11-10T11:01:24.641,0.240,-0.245,0.316,-0.948
1668070884681,2022-11-10T11:01:24.681,0.280,-0.242,0.316,-0.951
1668070884721,2022-11-10T11:01:24.721,0.320,-0.246,0.316,-0.948
1668070884761,2022-11-10T11:01:24.761,0.360,-0.246,0.309,-0.952
1668070884801,2022-11-10T11:01:24.801,0.400,-0.247,0.314,-0.949
1668070884841,2022-11-10T11:01:24.841,0.440,-0.247,0.312,-0.950
1668070884881,2022-11-10T11:01:24.881,0.480,-0.249,0.302,-0.950
1668070884921,2022-11-10T11:01:24.921,0.520,-0.247,0.318,-0.948
1668070884961,2022-11-10T11:01:24.961,0.560,-0.243,0.317,-0.949
1668070885001,2022-11-10T11:01:25.001,0.600,-0.242,0.313,-0.950
1668070885041,2022-11-10T11:01:25.041,0.640,-0.243,0.319,-0.950
1668070885081,2022-11-10T11:01:25.081,0.680,-0.247,0.304,-0.950
1668070885121,2022-11-10T11:01:25.121,0.720,-0.247,0.311,-0.948
1668070885161,2022-11-10T11:01:25.161,0.760,-0.245,0.317,-0.948
1668070885201,2022-11-10T11:01:25.201,0.800,-0.241,0.320,-0.948
1668070885241,2022-11-10T11:01:25.241,0.840,-0.244,0.317,-0.949
1668070885281,2022-11-10T11:01:25.281,0.880,-0.245,0.309,-0.950
1668070885321,2022-11-10T11:01:25.321,0.920,-0.244,0.310,-0.950
1668070885361,2022-11-10T11:01:25.361,0.960,-0.243,0.313,-0.949
1668070885401,2022-11-10T11:01:25.401,1.000,-0.246,0.310,-0.951
1668070885441,2022-11-10T11:01:25.441,1.040,-0.245,0.319,-0.948
1668070885481,2022-11-10T11:01:25.481,1.080,-0.246,0.315,-0.950
1668070885521,2022-11-10T11:01:25.521,1.120,-0.246,0.312,-0.950
1668070885561,2022-11-10T11:01:25.561,1.160,-0.244,0.312,-0.950
1668070885601,2022-11-10T11:01:25.601,1.200,-0.244,0.310,-0.951
1668070885641,2022-11-10T11:01:25.641,1.240,-0.250,0.306,-0.949
1668070885681,2022-11-10T11:01:25.681,1.280,-0.251,0.328,-0.943
1668070885721,2022-11-10T11:01:25.721,1.320,-0.238,0.324,-0.949
1668070885761,2022-11-10T11:01:25.761,1.360,-0.237,0.310,-0.952
1668070885801,2022-11-10T11:01:25.801,1.400,-0.248,0.320,-0.947
1668070885841,2022-11-10T11:01:25.841,1.440,-0.251,0.318,-0.946
1668070885881,2022-11-10T11:01:25.881,1.480,-0.247,0.315,-0.948
1668070885921,2022-11-10T11:01:25.921,1.520,-0.249,0.306,-0.950
1668070885961,2022-11-10T11:01:25.961,1.560,-0.247,0.311,-0.949
1668070886001,2022-11-10T11:01:26.001,1.600,-0.249,0.314,-0.947
1668070886041,2022-11-10T11:01:26.041,1.640,-0.249,0.306,-0.949
1668070886081,2022-11-10T11:01:26.081,1.680,-0.245,0.321,-0.948
