epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668095934501,2022-11-10T17.58.54.501,0.000,-0.263,0.164,-0.943
1668095934541,2022-11-10T17.58.54.541,0.040,-0.266,0.161,-0.953
1668095934581,2022-11-10T17.58.54.581,0.080,-0.265,0.163,-0.950
1668095934621,2022-11-10T17.58.54.621,0.120,-0.264,0.159,-0.949
1668095934661,2022-11-10T17.58.54.661,0.160,-0.263,0.161,-0.949
1668095934701,2022-11-10T17.58.54.701,0.200,-0.264,0.161,-0.949
1668095934741,2022-11-10T17.58.54.741,0.240,-0.264,0.162,-0.948
1668095934781,2022-11-10T17.58.54.781,0.280,-0.264,0.160,-0.948
1668095934821,2022-11-10T17.58.54.821,0.320,-0.264,0.161,-0.950
1668095934861,2022-11-10T17.58.54.861,0.360,-0.264,0.163,-0.947
1668095934901,2022-11-10T17.58.54.901,0.400,-0.264,0.162,-0.949
1668095934941,2022-11-10T17.58.54.941,0.440,-0.264,0.162,-0.949
1668095934981,2022-11-10T17.58.54.981,0.480,-0.265,0.163,-0.948
1668095935021,2022-11-10T17.58.55.021,0.520,-0.264,0.161,-0.949
1668095935061,2022-11-10T17.58.55.061,0.560,-0.264,0.163,-0.948
1668095935101,2022-11-10T17.58.55.101,0.600,-0.265,0.163,-0.948
1668095935141,2022-11-10T17.58.55.141,0.640,-0.264,0.164,-0.948
1668095935181,2022-11-10T17.58.55.181,0.680,-0.265,0.164,-0.948
1668095935221,2022-11-10T17.58.55.221,0.720,-0.265,0.162,-0.948
1668095935261,2022-11-10T17.58.55.261,0.760,-0.265,0.161,-0.948
1668095935301,2022-11-10T17.58.55.301,0.800,-0.264,0.163,-0.948
1668095935341,2022-11-10T17.58.55.341,0.840,-0.265,0.166,-0.947
1668095935381,2022-11-10T17.58.55.381,0.880,-0.265,0.163,-0.948
1668095935421,2022-11-10T17.58.55.421,0.920,-0.265,0.161,-0.949
1668095935461,2022-11-10T17.58.55.461,0.960,-0.265,0.163,-0.948
1668095935501,2022-11-10T17.58.55.501,1.000,-0.266,0.163,-0.949
1668095935541,2022-11-10T17.58.55.541,1.040,-0.265,0.161,-0.949
1668095935581,2022-11-10T17.58.55.581,1.080,-0.265,0.161,-0.948
1668095935621,2022-11-10T17.58.55.621,1.120,-0.264,0.162,-0.948
1668095935661,2022-11-10T17.58.55.661,1.160,-0.264,0.163,-0.948
1668095935701,2022-11-10T17.58.55.701,1.200,-0.264,0.161,-0.948
1668095935741,2022-11-10T17.58.55.741,1.240,-0.265,0.163,-0.946
1668095935781,2022-11-10T17.58.55.781,1.280,-0.265,0.161,-0.948
1668095935821,2022-11-10T17.58.55.821,1.320,-0.264,0.160,-0.948
1668095935861,2022-11-10T17.58.55.861,1.360,-0.265,0.160,-0.948
1668095935901,2022-11-10T17.58.55.901,1.400,-0.265,0.163,-0.948
1668095935941,2022-11-10T17.58.55.941,1.440,-0.263,0.161,-0.948
1668095935981,2022-11-10T17.58.55.981,1.480,-0.265,0.160,-0.948
1668095936021,2022-11-10T17.58.56.021,1.520,-0.266,0.164,-0.948
1668095936061,2022-11-10T17.58.56.061,1.560,-0.265,0.163,-0.948
1668095936101,2022-11-10T17.58.56.101,1.600,-0.265,0.162,-0.948
1668095936141,2022-11-10T17.58.56.141,1.640,-0.265,0.161,-0.948
1668095936181,2022-11-10T17.58.56.181,1.680,-0.267,0.161,-0.948
1668095936221,2022-11-10T17.58.56.221,1.720,-0.264,0.161,-0.948
1668095936261,2022-11-10T17.58.56.261,1.760,-0.264,0.163,-0.948
1668095936301,2022-11-10T17.58.56.301,1.800,-0.265,0.164,-0.948
1668095936341,2022-11-10T17.58.56.341,1.840,-0.265,0.163,-0.947
1668095936381,2022-11-10T17.58.56.381,1.880,-0.265,0.161,-0.948
1668095936421,2022-11-10T17.58.56.421,1.920,-0.265,0.164,-0.948
1668095936461,2022-11-10T17.58.56.461,1.960,-0.265,0.164,-0.948
1668095936501,2022-11-10T17.58.56.501,2.000,-0.264,0.163,-0.948
1668095936541,2022-11-10T17.58.56.541,2.040,-0.264,0.162,-0.948
